uid,domainID,siteID,namedLocation,collectDate,processedDate,parentSampleID,sampleID,sampleCode,analysisType,fieldSampleVolume,labSampleVolume,domainFilterVolume,adjAshFreeDryMass,plantDryMass,plantSurfaceArea,plantAdjAshFreeDryMass,preservativeType,preservativeVolume,remarks,measuredBy,recordedBy,sampleCondition,ashMassDataQF,dataQF,publicationDate,release
a967c975-85c2-4d76-a0ca-aa7998cd27c2,D05,CRAM,CRAM.AOS.riparian.point.03,2016-04-26T14:45:00Z,2016-04-27T17:00:00Z,CRAM.20160426.EPIXYLON.3,CRAM.20160426.EPIXYLON.3,NA,AFDM,125,NA,5,0.0045,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,legacyData,20231227T010343Z,RELEASE-2024
5e15b293-f5a1-407c-b88b-784ab688e1b8,D05,CRAM,CRAM.AOS.riparian.point.07,2016-04-26T14:45:00Z,2016-04-27T17:00:00Z,CRAM.20160426.EPIXYLON.7,CRAM.20160426.EPIXYLON.7,NA,AFDM,125,NA,5,0.0022,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,legacyData,20231227T010343Z,RELEASE-2024
781cfda4-c94c-4c4e-9668-29bf02fea738,D05,CRAM,CRAM.AOS.littoral1,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.PHYTOPLANKTON.2,CRAM.20160713.PHYTOPLANKTON.2,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
7c6a59ff-0e9f-4888-b54b-9926fdde272e,D05,CRAM,CRAM.AOS.riparian.point.08,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.8,CRAM.20160713.EPIXYLON.8,NA,AFDM,125,NA,5,0.0014,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
646ca1dc-a805-4800-b841-68ce17313ce6,D05,CRAM,CRAM.AOS.riparian.point.06,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.6,CRAM.20160713.EPIXYLON.6,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
1fcfab7f-e238-4534-826f-d9934f6d683d,D05,CRAM,CRAM.AOS.riparian.point.06,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.6,CRAM.20160713.EPIXYLON.6,NA,AFDM,125,NA,5,0.0024,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
e57fd334-55fa-4b80-99d2-816651ff93b7,D05,CRAM,CRAM.AOS.riparian.point.04,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.4,CRAM.20160713.EPIXYLON.4,NA,AFDM,125,NA,5,0.005,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
820bd4a3-61d8-460e-aa54-511baee269b1,D05,CRAM,CRAM.AOS.riparian.point.02,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.2,CRAM.20160713.EPIXYLON.2,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
72e4245d-7ca1-4e6c-b814-cb1bca201cdb,D05,CRAM,CRAM.AOS.riparian.point.02,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.2,CRAM.20160713.EPIXYLON.2,NA,AFDM,125,NA,5,0.0016,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
aab1aea2-41ad-47b9-9010-b50d8a4e7024,D05,CRAM,CRAM.AOS.riparian.point.04,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.4,CRAM.20160713.EPIXYLON.4,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
b4543c3d-9fb2-4035-9aea-e2de25a8af78,D05,CRAM,CRAM.AOS.riparian.point.10,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.10,CRAM.20160713.EPIXYLON.10,NA,AFDM,125,NA,5,0.0021,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
2da19e2c-fb96-49ef-99fa-dc099ed354ca,D05,CRAM,CRAM.AOS.riparian.point.08,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.8,CRAM.20160713.EPIXYLON.8,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
2f027310-4ead-498e-818e-f303fdde6a2a,D05,CRAM,CRAM.AOS.littoral1,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.PHYTOPLANKTON.2,CRAM.20160713.PHYTOPLANKTON.2,NA,AFDM,5000,NA,250,6e-4,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
fb65d227-14e9-4fd5-8f8a-d7985a2ddb49,D05,CRAM,CRAM.AOS.littoral2,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.PHYTOPLANKTON.1,CRAM.20160713.PHYTOPLANKTON.1,NA,AFDM,5000,NA,250,5e-4,NA,NA,NA,NA,NA,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
2275a58f-963a-483e-b089-e6e1cc60eddb,D05,CRAM,CRAM.AOS.littoral2,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.PHYTOPLANKTON.1,CRAM.20160713.PHYTOPLANKTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
9cb8907c-0f53-46a7-b8fe-f608e90dff2b,D05,CRAM,CRAM.AOS.riparian.point.10,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.EPIXYLON.10,CRAM.20160713.EPIXYLON.10,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
69cb558b-85f4-4575-a705-0dece8ccd10e,D05,CRAM,CRAM.AOS.buoy.c0,2016-07-13T15:45:00Z,2016-07-14T13:00:00Z,CRAM.20160713.PHYTOPLANKTON.3,CRAM.20160713.PHYTOPLANKTON.3,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,kgeiger@field-ops.org,ekrulc@field-ops.org,OK,NA,NA,20231227T014613Z,RELEASE-2024
44d6e747-c4a3-49d3-8434-9e053d6b4e8a,D05,CRAM,CRAM.AOS.riparian.point.09,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.9,CRAM.20160919.EPIXYLON.9,NA,taxonomy,128,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
e5638de1-30a7-495d-b5fa-3113689aa8bd,D05,CRAM,CRAM.AOS.riparian.point.07,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.7,CRAM.20160919.EPIXYLON.7,NA,AFDM,132,NA,5,0.0014,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
9d6c0757-10d6-4b02-b0fd-7b4dce32fef9,D05,CRAM,CRAM.AOS.riparian.point.03,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.3,CRAM.20160919.EPIXYLON.3,NA,taxonomy,174,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
a43b992c-e5c6-407f-86fa-e664bcd207c9,D05,CRAM,CRAM.AOS.buoy.c0,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.PHYTOPLANKTON.3,CRAM.20160919.PHYTOPLANKTON.3,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
c900ece1-854c-46f5-8330-2f739cabc9ed,D05,CRAM,CRAM.AOS.riparian.point.09,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.9,CRAM.20160919.EPIXYLON.9,NA,AFDM,128,NA,5,0.0026,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
1ca0b2e7-9e6f-4a37-9fc0-45893acec0c8,D05,CRAM,CRAM.AOS.littoral2,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.PHYTOPLANKTON.1,CRAM.20160919.PHYTOPLANKTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
989378d2-42d1-4ab3-ba94-1200c7cd4409,D05,CRAM,CRAM.AOS.riparian.point.01,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.1,CRAM.20160919.EPIXYLON.1,NA,AFDM,160,NA,6,0.0022,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
7c75c3f2-6fe0-4971-9a4d-bbccb6409d1c,D05,CRAM,CRAM.AOS.riparian.point.01,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.1,CRAM.20160919.EPIXYLON.1,NA,taxonomy,160,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
45d694bb-da78-4b6e-af26-1c428a581753,D05,CRAM,CRAM.AOS.littoral1,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.PHYTOPLANKTON.2,CRAM.20160919.PHYTOPLANKTON.2,NA,AFDM,5000,NA,300,0,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
d2bda7c0-323b-4215-a7a9-c47f2616d2e1,D05,CRAM,CRAM.AOS.littoral1,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.PHYTOPLANKTON.2,CRAM.20160919.PHYTOPLANKTON.2,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
4524e251-fb9b-4b08-a474-a5117eca5f4e,D05,CRAM,CRAM.AOS.buoy.c0,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.PHYTOPLANKTON.3,CRAM.20160919.PHYTOPLANKTON.3,NA,AFDM,5000,NA,300,0,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
f3474651-a78a-432a-97c1-f0a476fbc4b9,D05,CRAM,CRAM.AOS.riparian.point.05,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.5,CRAM.20160919.EPIXYLON.5,NA,taxonomy,130,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
489b8602-a0a9-4227-9a98-6b80762feae7,D05,CRAM,CRAM.AOS.riparian.point.07,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.7,CRAM.20160919.EPIXYLON.7,NA,taxonomy,132,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
06277ef4-2629-4b98-ae80-f9604323e0d3,D05,CRAM,CRAM.AOS.riparian.point.05,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.5,CRAM.20160919.EPIXYLON.5,NA,AFDM,130,NA,5,0.0017,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
6826f51e-e499-41fd-ae84-a1398ca58851,D05,CRAM,CRAM.AOS.riparian.point.03,2016-09-19T15:20:00Z,2016-09-20T17:00:00Z,CRAM.20160919.EPIXYLON.3,CRAM.20160919.EPIXYLON.3,NA,AFDM,174,NA,7,0.0027,NA,NA,NA,NA,NA,NA,NA,ekrulc@field-ops.org,OK,NA,NA,20231227T013950Z,RELEASE-2024
541d1277-4931-415a-8ad5-35d441c67031,D05,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01:00Z,2017-05-04T13:31:00Z,CRAM.20170503.PHYTOPLANKTON.1,CRAM.20170503.PHYTOPLANKTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
7fcaf614-7a97-423f-9912-00020b39f1f3,D05,CRAM,CRAM.AOS.littoral1,2017-05-03T15:01:00Z,2017-05-04T14:01:00Z,CRAM.20170503.PHYTOPLANKTON.2,CRAM.20170503.PHYTOPLANKTON.2,NA,AFDM,5000,NA,150,0,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
0cadfbdb-f40a-412d-a63b-e8dc5835c965,D05,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01:00Z,2017-05-04T15:00:00Z,CRAM.20170503.PHYTOPLANKTON.3,CRAM.20170503.PHYTOPLANKTON.3,NA,AFDM,5000,NA,150,3e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
80c03df8-2222-41ac-bf00-214a96f99757,D05,CRAM,CRAM.AOS.littoral1,2017-05-03T15:01:00Z,2017-05-04T14:01:00Z,CRAM.20170503.PHYTOPLANKTON.2,CRAM.20170503.PHYTOPLANKTON.2,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
1917f7ab-ea87-491d-815a-73cc07b3e1cf,D05,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01:00Z,2017-05-04T15:00:00Z,CRAM.20170503.PHYTOPLANKTON.3,CRAM.20170503.PHYTOPLANKTON.3,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
ef641883-e454-43e4-b54c-bc9903b88129,D05,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01:00Z,2017-05-04T13:31:00Z,CRAM.20170503.PHYTOPLANKTON.1,CRAM.20170503.PHYTOPLANKTON.1,NA,AFDM,5000,NA,150,0,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
29d3d368-fed5-425e-bfe3-9a19c7551834,D05,CRAM,CRAM.AOS.riparian.point.03,2017-05-04T15:01:00Z,2017-05-04T19:35:00Z,CRAM.20170504.EPIXYLON.3,CRAM.20170504.EPIXYLON.3,NA,AFDM,132,NA,4,0.0013,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
75096dc8-825a-4dff-aa44-928ec8e520b8,D05,CRAM,CRAM.AOS.riparian.point.01,2017-05-04T15:01:00Z,2017-05-04T18:59:00Z,CRAM.20170504.EPIXYLON.1,CRAM.20170504.EPIXYLON.1,NA,AFDM,130,NA,4,0.0015,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
7344b17e-db92-434b-9fb7-62760d76cc34,D05,CRAM,CRAM.AOS.riparian.point.03,2017-05-04T15:01:00Z,2017-05-04T19:35:00Z,CRAM.20170504.EPIXYLON.3,CRAM.20170504.EPIXYLON.3,NA,taxonomy,132,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
1e8c631f-9170-49f3-b2a7-b5e7fe42110a,D05,CRAM,CRAM.AOS.riparian.point.09,2017-05-04T15:01:00Z,2017-05-04T21:01:00Z,CRAM.20170504.EPIXYLON.9,CRAM.20170504.EPIXYLON.9,NA,AFDM,124,NA,4,0.001,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
febfc85c-bf60-4139-af50-5845764c88fb,D05,CRAM,CRAM.AOS.riparian.point.01,2017-05-04T15:01:00Z,2017-05-04T18:59:00Z,CRAM.20170504.EPIXYLON.1,CRAM.20170504.EPIXYLON.1,NA,taxonomy,130,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
4dac07f2-1a6c-4a9b-be65-ec1854e51aed,D05,CRAM,CRAM.AOS.riparian.point.05,2017-05-04T15:01:00Z,2017-05-04T20:14:00Z,CRAM.20170504.EPIXYLON.5,CRAM.20170504.EPIXYLON.5,NA,taxonomy,134,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
a271bc83-0f57-4cc3-b6ce-24c71b44e8ca,D05,CRAM,CRAM.AOS.riparian.point.07,2017-05-04T15:01:00Z,2017-05-04T20:41:00Z,CRAM.20170504.EPIXYLON.7,CRAM.20170504.EPIXYLON.7,NA,AFDM,134,NA,4,0.0019,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
f90c4275-814d-4faa-a37a-09eba5780f84,D05,CRAM,CRAM.AOS.riparian.point.09,2017-05-04T15:01:00Z,2017-05-04T21:01:00Z,CRAM.20170504.EPIXYLON.9,CRAM.20170504.EPIXYLON.9,NA,taxonomy,124,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
73702ffb-979c-4d35-ab77-eecf65b476ba,D05,CRAM,CRAM.AOS.riparian.point.07,2017-05-04T15:01:00Z,2017-05-04T20:41:00Z,CRAM.20170504.EPIXYLON.7,CRAM.20170504.EPIXYLON.7,NA,taxonomy,134,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
9bbaff1f-0ab3-491a-aeb5-6963b7d23c7e,D05,CRAM,CRAM.AOS.riparian.point.05,2017-05-04T15:01:00Z,2017-05-04T20:14:00Z,CRAM.20170504.EPIXYLON.5,CRAM.20170504.EPIXYLON.5,NA,AFDM,134,NA,4,0.0013,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T033204Z,RELEASE-2024
ae918dc9-36d2-487d-a8ab-ed05eb406440,D05,CRAM,CRAM.AOS.littoral1,2017-07-05T14:33:00Z,2017-07-06T15:30:00Z,CRAM.20170705.PHYTOPLANKTON.2,CRAM.20170705.PHYTOPLANKTON.2,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
2e8c893a-1b02-4826-b66b-b0213b8866db,D05,CRAM,CRAM.AOS.riparian.point.02,2017-07-05T14:33:00Z,2017-07-06T19:30:00Z,CRAM.20170705.EPIXYLON.2,CRAM.20170705.EPIXYLON.2,NA,taxonomy,120,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
d1b35b9d-8e35-493d-8e81-42821b6e1f52,D05,CRAM,CRAM.AOS.riparian.point.10,2017-07-05T14:33:00Z,2017-07-06T21:56:00Z,CRAM.20170705.EPIXYLON.10,CRAM.20170705.EPIXYLON.10,NA,taxonomy,141,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
1508bbee-a1ef-4a04-93f1-1e48e40c0db8,D05,CRAM,CRAM.AOS.littoral2,2017-07-05T14:33:00Z,2017-07-06T13:09:00Z,CRAM.20170705.PHYTOPLANKTON.1,CRAM.20170705.PHYTOPLANKTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
1c113db2-f557-4856-973a-1d726713264b,D05,CRAM,CRAM.AOS.riparian.point.06,2017-07-05T14:33:00Z,2017-07-06T20:38:00Z,CRAM.20170705.EPIXYLON.6,CRAM.20170705.EPIXYLON.6,NA,taxonomy,123,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
ca838b84-5505-49ee-9a4c-cbbc22ada912,D05,CRAM,CRAM.AOS.riparian.point.04,2017-07-05T14:33:00Z,2017-07-06T20:05:00Z,CRAM.20170705.EPIXYLON.4,CRAM.20170705.EPIXYLON.4,NA,taxonomy,129,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T040345Z,RELEASE-2024
